ID;Fecha historica;Magnitud historica;Hora (UTC);Intervalos;Escala de Richter;Profundidad (km);Latitud;Longitud;Efecto;Baja intensidad;Pais;Estado;Zona;Resultado;;;;;;
980;14/1/2019;3.3;23:40;49000 por año;181kg;18.6;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
981;13/1/2019;3.9;16:37;49000 por año;455kg;10.1;36.29;-120.59;Menor;Si;Estados Unidos;California;San Benito;No;;;;;;
982;12/1/2019;3.1;03:27;49000 por año;181kg;10;37.72;-123.03;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
983;11/1/2019;2.1;11:39;1000 por dia;6kg;16.4;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;Si;;;;;;
984;10/1/2019;2.9;16:11;1000 por dia;6kg;12.6;36.79033;-121.91933;Menor;Si;Estados Unidos;California;Moss Landing;No;;;;;;
985;9/1/2019;3.6;10:22;49000 por año;455kg;9.7;36.79033;-121.91933;Menor;Si;Estados Unidos;California;Moss Landing;No;;;;;;
986;8/1/2019;4.5;20:15;6200 por año;6t;13.8;34.22;-118.89;Ligero;No;Estados Unidos;California;Ventura;No;;;;;;
987;7/1/2019;2.7;02:35;1000 por dia;6kg;14.3;37.72;-123.03;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
988;6/1/2019;3.3;10:18;49000 por año;181kg;9.7;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
989;5/1/2019;4.1;11:48;6200 por año;6t;9.8;37.72;-123.03;Ligero;No;Estados Unidos;California;Alameda;No;;;;;;
990;4/1/2019;4.5;07:14;6200 por año;6t;9.3;37.72;-121.99;Ligero;No;Estados Unidos;California;Alameda;No;;;;;;
991;3/1/2019;2.9;05:34;1000 por dia;6kg;16.1;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
992;2/1/2019;3.2;15:16;49000 por año;181kg;13.3;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
993;1/1/2019;2.5;03:00;1000 por dia;6kg;6.9;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;Si;;;;;;
994;31/12/2018;3.5;15:38;49000 por año;455kg;4.5;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
995;30/12/2018;4.8;11:16;6200 por año;6t;7.1;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
996;29/12/2018;4.4;01:21;6200 por año;6t;19;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
997;28/12/2018;5,0;21:23;800 por año;199t;14;37.72;-123.03;Moderado;Si;Estados Unidos;California;Alameda;No;;;;;;
998;27/12/2018;4.7;12:05;6200 por año;6t;11.6;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
999;26/12/2018;4.5;07:52;6200 por año;6t;11.2;37.72;-121.99;Ligero;No;Estados Unidos;California;Alameda;Si;;;;;;
1000;25/12/2018;5,0;12:39;800 por año;199t;9;36.79033;-121.91933;Moderado;Si;Estados Unidos;California;Moss Landing;No;;;;;;
1001;24/12/2018;4.9;14:38;6200 por año;6t;13;34.22;-118.89;Ligero;No;Estados Unidos;California;Ventura;No;;;;;;
1002;23/12/2018;4.6;18:03;6200 por año;6t;5.8;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
1003;22/12/2018;3.6;11:26;49000 por año;455kg;18.1;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
1004;21/12/2018;4.4;21:16;6200 por año;6t;8.5;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
1005;20/12/2018;2.7;04:38;1000 por dia;6kg;15.9;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
